,watch-title,y,watch-view-count,watch-time-text,content_watch-info-tag-list,watch7-headline,watch7-user-header,watch8-sentiment-actions,og:image,og:image:width,og:image:height,og:description,og:video:width,og:video:height,og:video:tag,channel_link_0,p
666,From Deep Learning of Disentangled Representations to Higher-level Cognition,,37.182 visualizações,Publicado em 8 de fev. de 2018,Ciência e tecnologia,From Deep Learning of Disentangled Representations to Higher-level Cognition,"Microsoft Research













Carregando...
    







        Cancelar inscrição de Microsoft Research?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição129 mil 











Carregando...
    









Carregando...
    













        Processando...","37.182 visualizações







809

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



810


6

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



7",https://i.ytimg.com/vi/Yr1mOzC93xs/maxresdefault.jpg,1280.0,720.0,"One of the main challenges for AI remains unsupervised learning, at which humans are much better than machines, and which we link to another challenge: bring...",1280.0,720.0,reinforcement learning,/channel/UCCb9_Kn8F_Opb3UCGm-lILQ,0.101
543,Data Scientist : นักวิทยาศาสตร์ข้อมูล,,15.182 visualizações,Publicado em 17 de out. de 2018,Educação,Data Scientist : นักวิทยาศาสตร์ข้อมูล,"Knowledge Box













Carregando...
    







        Cancelar inscrição de Knowledge Box?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição13,9 mil 











Carregando...
    









Carregando...
    













        Processando...","15.182 visualizações







262

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



263


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/SbY1DhAgyGE/maxresdefault.jpg,1280.0,720.0,Data Scientist นักวิทยาศาสตร์ข้อมูลสำหรับองค์กรในยุคดิจิทัล ความสามารถในการนำข้อมูลที่เป็น Big Data มาใช้ประโยชน์ในการสร้างสินค้าและบริการที่ตอบโจทย์ของลูกค้...,1280.0,720.0,,/channel/UCXEI_ukwfDu6NoUcZIuysww,0.007
593,New Workshop: Practical Model Evaluation (ft autoML) | Kaggle,,1.043 visualizações,Publicado em 19 de nov. de 2019,Ciência e tecnologia,New Workshop: Practical Model Evaluation (ft autoML) | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","1.043 visualizações







63

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



64


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/VSaIhr5iszc/maxresdefault.jpg,1280.0,720.0,"Sign up here: https://www.kaggle.com/practical-model-evaluation You’ve got more than one model that you’ve trained up, and you can only choose one of them… w...",1280.0,720.0,machine learning,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.108
1098,Como é ser data scientist no Nubank,,48.035 visualizações,Publicado em 16 de jan. de 2019,Ciência e tecnologia,"#machinelearning #datascience



    Como é ser data scientist no Nubank","Nubank














Carregando...
    







        Cancelar inscrição de Nubank?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição457 mil 











Carregando...
    









Carregando...
    













        Processando...","48.035 visualizações







2.908

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2.909


27

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



28",https://i.ytimg.com/vi/umq9kCJFavw/maxresdefault.jpg,1280.0,720.0,"Um dos grandes diferencias do Nubank é que todas as nossas decisões de negócio e produtos são tomadas a partir de dados. Para fazer com isso seja possível, c...",1280.0,720.0,trabalhar nubank,/channel/UCgsDX3hTwiPdtGHJjMFfDxg,0.009
648,From Human Driven Insights To Machine Learning Insights - Identifying Data Anomalies,,17 visualizações,Publicado em 22 de nov. de 2019,Ciência e tecnologia,From Human Driven Insights To Machine Learning Insights - Identifying Data Anomalies,"Omniconvert













Carregando...
    







        Cancelar inscrição de Omniconvert?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição856 











Carregando...
    









Carregando...
    













        Processando...","17 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/Y9iCRIU1qk8/maxresdefault.jpg,1280.0,720.0,"Get ready to learn something impressive from a one-of-a-kind presentation made by our Head of Data, Matei Lungu. Contents: 1. A few words about the speaker 2...",1280.0,720.0,analytics,/channel/UCaO288tjqO_QixY6XCGpQKw,0.087
1095,MIT 6.S191: Visualization for Machine Learning (Google Brain),,19.368 visualizações,Publicado em 20 de mar. de 2019,Ciência e tecnologia,MIT 6.S191: Visualization for Machine Learning (Google Brain),"Alexander Amini













Carregando...
    







        Cancelar inscrição de Alexander Amini?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição24,4 mil 











Carregando...
    









Carregando...
    













        Processando...","19.368 visualizações







403

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



404


6

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



7",https://i.ytimg.com/vi/ulLx2iPTIcs/maxresdefault.jpg,1280.0,720.0,MIT Introduction to Deep Learning 6.S191: Lecture 7 *New 2019 Edition* Data Visualization for Machine Learning Lecturer: Fernanda Viegas Google Brain Guest L...,1280.0,720.0,ava soleimany,/channel/UCtslD4DGH6PKyG_1gFAX7sg,0.186
962,Statistics Course for Data Science and Machine Learning,,1.869 visualizações,Publicado em 23 de nov. de 2019,Educação,Statistics Course for Data Science and Machine Learning,"The Course













Carregando...
    







        Cancelar inscrição de The Course?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição2,93 mil 











Carregando...
    









Carregando...
    













        Processando...","1.869 visualizações







123

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



124


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/o1qaOuWb2Xc/maxresdefault.jpg,1280.0,720.0,🔥Subscribe for more videos like this: https://www.youtube.com/channel/UCDxPUQuaRpfphV1q9-wKvyQ Statistics you need in the office: Descriptive & Inferential s...,1280.0,720.0,business intelligence,/channel/UCDxPUQuaRpfphV1q9-wKvyQ,0.05
1171,What are the Prerequisites To Learn Data Science,,4.264 visualizações,Publicado em 21 de nov. de 2019,Educação,What are the Prerequisites To Learn Data Science,"Krish Naik













Carregando...
    







        Cancelar inscrição de Krish Naik?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição63 mil 











Carregando...
    









Carregando...
    













        Processando...","4.264 visualizações







227

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



228


6

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



7",https://i.ytimg.com/vi/zKhHXveVQlY/hqdefault.jpg,480.0,360.0,"Please join as a member in my channel to get additional benefits like materials in Data Science, live streaming for Members and many more https://www.youtube...",1280.0,720.0,Data Science,/channel/UCNU_lfiiWBdtULKOw6X0Dig,0.01
510,Kaggle Competition - House Prices; Advanced Regression Techniques Walkthrough,,14.793 visualizações,Publicado em 24 de jun. de 2018,Educação,Kaggle Competition - House Prices; Advanced Regression Techniques Walkthrough,"Nimeshika Ranasinghe













Carregando...
    







        Cancelar inscrição de Nimeshika Ranasinghe?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição52 











Carregando...
    









Carregando...
    













        Processando...","14.793 visualizações







124

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



125


15

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



16",https://i.ytimg.com/vi/Qq2X-K2Ku3s/hqdefault.jpg,480.0,360.0,Selected Algorithm: Linear Regression Used Technologies: - Python 3 - PyCharm Kaggle link: https://www.kaggle.com/c/house-prices-advanced-regression-techniqu...,1280.0,720.0,Linear Regression,/channel/UCMmjevsZVa1Lrv1MfsqqQZQ,0.093
630,What is Azure Machine Learning service and how data scientists use it,,3.084 visualizações,Publicado em 28 de out. de 2019,Ciência e tecnologia,What is Azure Machine Learning service and how data scientists use it,"Microsoft Mechanics














Carregando...
    







        Cancelar inscrição de Microsoft Mechanics?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição147 mil 











Carregando...
    









Carregando...
    













        Processando...","3.084 visualizações







77

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



78


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/X7GR4ANn45s/maxresdefault.jpg,1280.0,720.0,An easier way for data scientists to build reproducible experiments with machine learning pipelines and communicate operational dependencies to their enginee...,1280.0,720.0,machine learning techniques,/channel/UCJ9905MRHxwLZ2jeNQGIWxA,0.107
758,Best Laptop for Machine Learning,,326.077 visualizações,Publicado em 18 de jun. de 2018,Educação,Best Laptop for Machine Learning,"Siraj Raval














Carregando...
    







        Cancelar inscrição de Siraj Raval?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição694 mil 











Carregando...
    









Carregando...
    













        Processando...","326.077 visualizações







6.249

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



6.250


475

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



476",https://i.ytimg.com/vi/dtFZrFKMiPI/hqdefault.jpg,480.0,360.0,What kind of laptop should you get if you want to do machine learning? There are a lot of options out there and in this video i'll describe the components of...,1280.0,720.0,artificial intelligence,/channel/UCWN3xxRkmTPmbKwht9FuE5A,0.101
